EDAD;SEXO;LOCALIDAD;MUNICIPIO_NACIMIENTO;MODALIDAD ;CENTRO.FORMACIÓN;TIPO.COLEGIO.EST;GRADO.TERMINADO;ESTRATO;PUNTAJE_SISBEN;TIPO.FORMACIÓN;ESTUDIA.TRABAJA;ESTADO.FORMACIÓN;SENASOFT
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;2;EN FORMACIÓN;220
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;2;EN FORMACIÓN;220
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;2;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TECNÓLOGO;2;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;2;EN FORMACIÓN;220
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;1;EN FORMACIÓN;220
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TÉCNICO;1;EN FORMACIÓN;-1
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;2;EN FORMACIÓN;-1
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;3;TÉCNICO;2;EN FORMACIÓN;-1
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TECNÓLOGO;1;EN FORMACIÓN;220
18;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;1;EN FORMACIÓN;-1
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;1;EN FORMACIÓN;-1
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TÉCNICO;1;EN FORMACIÓN;-1
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;2;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;2;EN FORMACIÓN;-1
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;2;EN FORMACIÓN;-1
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TECNÓLOGO;2;EN FORMACIÓN;220
18;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TECNÓLOGO;2;EN FORMACIÓN;220
18;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TÉCNICO;2;EN FORMACIÓN;-1
18;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;2;EN FORMACIÓN;150
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;2;EN FORMACIÓN;150
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;1;EN FORMACIÓN;150
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;2;TÉCNICO;1;EN FORMACIÓN;150
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;2;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;2;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;2;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TÉCNICO;1;EN FORMACIÓN;150
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;1;EN FORMACIÓN;150
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;2;EN FORMACIÓN;
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;2;EN FORMACIÓN;150
20;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
28;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;2;EN FORMACIÓN;150
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;1;EN FORMACIÓN;150
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TECNÓLOGO;1;EN FORMACIÓN;220
18;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;2;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
28;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;4;TECNÓLOGO;2;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;2;EN FORMACIÓN;150
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;2;EN FORMACIÓN;150
28;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;2;EN FORMACIÓN;150
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;2;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;3;CHIA;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TÉCNICO;1;EN FORMACIÓN;150
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;1;EN FORMACIÓN;150
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;8;CHIA;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;2;EN FORMACIÓN;150
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;2;EN FORMACIÓN;150
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;3;CHIA;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TECNÓLOGO;1;EN FORMACIÓN;220
18;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;3;COMPLEMENTARIA;1;EN FORMACIÓN;
18;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;2;EN FORMACIÓN;
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;2;EN FORMACIÓN;150
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TECNÓLOGO;1;EN FORMACIÓN;220
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;3;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TECNÓLOGO;1;EN FORMACIÓN;220
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;2;EN FORMACIÓN;150
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TÉCNICO;1;EN FORMACIÓN;150
28;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;2;EN FORMACIÓN;150
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;2;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;2;EN FORMACIÓN;150
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;3;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TÉCNICO;1;EN FORMACIÓN;150
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;1;EN FORMACIÓN;150
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;TÉCNICO;2;EN FORMACIÓN;150
23;F;8;CHIA;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;6;5;COMPLEMENTARIA;2;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;1;EN FORMACIÓN;220
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;1;EN FORMACIÓN;150
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;2;TÉCNICO;1;EN FORMACIÓN;150
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;2;TÉCNICO;2;EN FORMACIÓN;150
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;2;COMPLEMENTARIA;2;EN FORMACIÓN;
28;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TÉCNICO;2;EN FORMACIÓN;150
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;2;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TECNÓLOGO;1;EN FORMACIÓN;220
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TECNÓLOGO;2;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;1;EN FORMACIÓN;220
18;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;4;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;2;EN FORMACIÓN;150
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;2;EN FORMACIÓN;
28;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;1;EN FORMACIÓN;150
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;1;EN FORMACIÓN;220
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;TÉCNICO;1;EN FORMACIÓN;150
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;2;EN FORMACIÓN;150
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;2;EN FORMACIÓN;150
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;2;EN FORMACIÓN;
23;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TECNÓLOGO;1;EN FORMACIÓN;220
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TÉCNICO;2;EN FORMACIÓN;150
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;5;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
16;M;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;TÉCNICO;1;EN FORMACIÓN;150
16;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;2;5;TÉCNICO;2;EN FORMACIÓN;150
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;3;5;COMPLEMENTARIA;1;EN FORMACIÓN;
18;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;M;8;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;COMPLEMENTARIA;1;EN FORMACIÓN;
23;F;3;BOGOTÁ;VIRTUAL;CDM;PRIVADO;ONCE;4;5;TECNÓLOGO;1;EN FORMACIÓN;220
